ID,Req. Timestamp,Resp. Timestamp,Method,URL,Code,Reason,RTT,Size Resp. Header,Size Resp. Body
5402,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known/appspecific/.htaccess,404,Not Found,3,859,1540
5403,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin,301,Moved Permanently,3,883,0
5404,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login,302,Found,3,1015,0
5405,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/.htaccess,302,Found,3,1019,0
5406,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api,301,Moved Permanently,2,881,0
5407,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/.htaccess,404,Not Found,3,884,23
5408,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/auth,404,Not Found,3,859,1540
5409,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/health,301,Moved Permanently,3,884,0
5410,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/auth/.htaccess,404,Not Found,2,859,1540
5411,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/redoc,301,Moved Permanently,2,883,0
5412,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/health/.htaccess,404,Not Found,2,859,1540
5413,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/redoc/.htaccess,404,Not Found,3,859,1540
5414,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static,404,Not Found,3,859,1540
5415,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin,404,Not Found,2,859,1540
5416,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/.htaccess,404,Not Found,2,859,1540
5417,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/css,404,Not Found,3,859,1540
5418,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/css/.htaccess,404,Not Found,2,859,1540
5419,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/.htaccess,404,Not Found,4,859,1540
5420,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/js,404,Not Found,5,859,1540
5421,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg,404,Not Found,2,859,1540
5422,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/js/.htaccess,404,Not Found,2,859,1540
5423,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/.htaccess,404,Not Found,3,859,1540
5424,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/redoc,404,Not Found,4,859,1540
5425,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/swagger-ui-dist,404,Not Found,3,859,1540
5426,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/redoc/.htaccess,404,Not Found,3,859,1540
5427,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/swagger-ui-dist/.htaccess,404,Not Found,2,859,1540
5428,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/swagger,301,Moved Permanently,2,885,0
5429,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/swagger/.htaccess,404,Not Found,2,859,1540
5430,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000,200,OK,2,852,1043
5431,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.env,302,Found,1,1020,0
5432,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known,404,Not Found,1,859,1540
5433,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.env,404,Not Found,2,859,1540
5434,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known/appspecific,404,Not Found,3,859,1540
5435,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known/appspecific/.env,404,Not Found,2,859,1540
5436,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known/.env,404,Not Found,2,859,1540
5437,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin,301,Moved Permanently,3,883,0
5438,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login,302,Found,3,1015,0
5439,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/.env,302,Found,2,1014,0
5440,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api,301,Moved Permanently,3,881,0
5441,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/auth,404,Not Found,3,859,1540
5442,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/.env,404,Not Found,2,884,23
5443,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/health,301,Moved Permanently,2,884,0
5444,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/auth/.env,404,Not Found,2,859,1540
5445,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/redoc,301,Moved Permanently,2,883,0
5446,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/health/.env,404,Not Found,2,859,1540
5447,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static,404,Not Found,2,859,1540
5448,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/redoc/.env,404,Not Found,2,859,1540
5449,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin,404,Not Found,3,859,1540
5450,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/.env,404,Not Found,1,859,1540
5451,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/css,404,Not Found,2,859,1540
5452,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/.env,404,Not Found,3,859,1540
5453,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/css/.env,404,Not Found,3,859,1540
5454,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/js,404,Not Found,3,859,1540
5455,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg,404,Not Found,2,859,1540
5456,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/js/.env,404,Not Found,2,859,1540
5457,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/redoc,404,Not Found,3,859,1540
5458,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/.env,404,Not Found,3,859,1540
5459,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/redoc/.env,404,Not Found,2,859,1540
5460,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/swagger-ui-dist,404,Not Found,1,859,1540
5461,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/swagger-ui-dist/.env,404,Not Found,2,859,1540
5462,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/swagger,301,Moved Permanently,3,885,0
5463,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/swagger/.env,404,Not Found,2,859,1540
5464,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/zap2341198156036330946,302,Found,2,1038,0
5465,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000,200,OK,4,852,1043
5466,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,7,1107,4184
5467,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/actuator/health,200,OK,3,1107,4226
5469,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known,404,Not Found,4,859,1540
5470,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.zap364280849732647676,302,Found,6,1038,0
5471,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3C,429,Too Many Requests,3,858,143
5472,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/.well-known/appspecific,404,Not Found,3,859,1540
5473,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/lfm.php,302,Found,4,1023,0
5474,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/actuator/health,200,OK,3,1107,4226
5475,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,7,1107,4184
5477,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin,301,Moved Permanently,5,883,0
5478,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.idea/WebServers.xml,302,Found,7,1036,0
5479,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,429,Too Many Requests,2,858,143
5480,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login,302,Found,4,1015,0
5481,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/config/databases.yml,302,Found,2,1036,0
5482,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/config/database.yml,302,Found,3,1035,0
5483,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,5,1107,4184
5485,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api,301,Moved Permanently,5,881,0
5486,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.git/config,302,Found,2,1027,0
5487,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3C,200,OK,7,1107,4177
5488,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=system-property%28%27xsl%3Avendor%27%29%2F%3E,429,Too Many Requests,4,858,143
5489,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.svn/entries,302,Found,2,1028,0
5490,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/api/auth,404,Not Found,5,859,1540
5491,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,5,1107,4184
5493,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.svn/wc.db,302,Found,5,1026,0
5494,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E,200,OK,7,1107,4328
5495,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/health,301,Moved Permanently,5,884,0
5496,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,429,Too Many Requests,4,858,143
5497,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/CVS/root,302,Found,4,1024,0
5498,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/redoc,301,Moved Permanently,3,883,0
5499,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=system-property%28%27xsl%3Avendor%27%29%2F%3E,200,OK,6,1107,4259
5500,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/server-status,302,Found,4,1029,0
5501,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static,404,Not Found,5,859,1540
5502,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,8,1107,4184
5504,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/core,302,Found,3,1020,0
5505,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,429,Too Many Requests,2,858,143
5506,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%22%2F%3E%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,8,1107,4363
5507,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin,404,Not Found,5,859,1540
5508,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/sftp-config.json,302,Found,4,1032,0
5509,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22system-property%28%27xsl%3Avendor%27%29%22%2F%3E%3C%21--,200,OK,6,1107,4343
5510,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,6,1107,4184
5512,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/css,404,Not Found,5,859,1540
5513,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/WS_FTP.ini,302,Found,6,1026,0
5514,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,429,Too Many Requests,4,858,143
5515,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/admin/js,404,Not Found,3,859,1540
5516,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22document%28%27http%3A%2F%2Flocalhost%3A22%27%29%22%2F%3E,200,OK,7,1107,4338
5517,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/ws_ftp.ini,302,Found,4,1026,0
5518,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg,404,Not Found,3,859,1540
5519,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,8,1107,4184
5521,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/WS_FTP.INI,302,Found,8,1026,0
5522,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/redoc,404,Not Found,8,859,1540
5523,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,200,OK,11,1107,4874
5524,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3Cxsl%3Avariable+name%3D%22rtobject%22+select%3D%22runtime%3AgetRuntime%28%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22process%22+select%3D%22runtime%3Aexec%28%24rtobject%2C%27erroneous_command%27%29%22%2F%3E%0A%3Cxsl%3Avariable+name%3D%22waiting%22+select%3D%22process%3AwaitFor%28%24process%29%22%2F%3E%0A%3Cxsl%3Avalue-of+select%3D%22%24process%22%2F%3E,429,Too Many Requests,6,858,143
5525,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/filezilla.xml,302,Found,6,1029,0
5526,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/static/drf-yasg/swagger-ui-dist,404,Not Found,3,859,1540
5527,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,200,OK,6,1107,4397
5528,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/sitemanager.xml,302,Found,5,1031,0
5529,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/swagger,301,Moved Permanently,3,885,0
5530,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,7,1107,4184
5532,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/FileZilla.xml,302,Found,3,1029,0
5533,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=%3Cxsl%3Avalue-of+select%3D%22php%3Afunction%28%27exec%27%2C%27erroneous_command+2%3E%26amp%3B1%27%29%22%2F%3E,429,Too Many Requests,2,858,143
5534,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/winscp.ini,302,Found,3,1026,0
5535,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5536,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/WinSCP.ini,302,Found,3,1026,0
5537,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,3,858,143
5538,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.DS_Store,302,Found,2,1025,0
5539,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,3,858,143
5540,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.php_cs.cache,302,Found,3,1029,0
5541,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,3,858,143
5542,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/DEADJOE,302,Found,3,1023,0
5543,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5544,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/sites/default/private/files/backup_migrate/scheduled/test.txt,302,Found,2,1077,0
5545,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5546,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/app/etc/local.xml,302,Found,2,1033,0
5547,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5548,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/server.key,302,Found,3,1026,0
5549,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5550,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/privatekey.key,302,Found,2,1030,0
5551,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/myserver.key,302,Found,2,1028,0
5552,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,5,1107,4184
5554,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/key.pem,302,Found,3,1023,0
5555,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,3,858,143
5556,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/id_rsa,302,Found,3,1022,0
5557,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/id_dsa,302,Found,2,1022,0
5558,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,5,1107,4184
5560,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.ssh/id_rsa,302,Found,3,1027,0
5561,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5562,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/.ssh/id_dsa,302,Found,2,1027,0
5563,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/adminer.php,302,Found,3,1027,0
5564,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,6,1107,4184
5566,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/vb_test.php,302,Found,3,1027,0
5567,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,POST,http://localhost:8000/admin/login/?next=/admin/,429,Too Many Requests,2,858,143
5568,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/CHANGELOG.txt,302,Found,2,1029,0
5569,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/sites/default/files/.ht.sqlite,302,Found,2,1046,0
5570,Sun Oct 12 16:54:39 PST 2025,Sun Oct 12 16:54:39 PST 2025,GET,http://localhost:8000/admin/login/?next=/admin/,200,OK,5,1107,4184
